plan_id,participant_id,ssn,first_name,last_name,address_1,address_2,city,state,zip,dob,hire_date,term_date,status
PLN-CLEAN-EB,P0047,900440047,Quinn,Dunn,147 Ash St,,Springfield,IL,62704,1965-12-20,2007-10-22,,ACTIVE
PLN-CLEAN-EB,P0077,900440077,Quinn,Dunn,177 Walnut St,,Springfield,IL,62704,1995-06-22,2017-04-08,,ACTIVE
PLN-CLEAN-EB,P0107,900440107,Quinn,Dunn,207 Cedar St,,Springfield,IL,62704,1985-12-24,2007-10-22,,ACTIVE
PLN-CLEAN-EB,P0022,900440022,Vera,Evans,122 Pine St,,Springfield,IL,62704,1980-11-23,2002-07-15,,ACTIVE
PLN-CLEAN-EB,P0052,900440052,Vera,Evans,152 Birch St,,Springfield,IL,62704,1970-05-25,2012-01-01,,ACTIVE
PLN-CLEAN-EB,P0082,900440082,Vera,Evans,182 Maple St,,Springfield,IL,62704,1960-11-27,2002-07-15,,ACTIVE
PLN-CLEAN-EB,P0112,900440112,Vera,Evans,212 Elm St,,Springfield,IL,62704,1990-05-01,2012-01-01,,ACTIVE
PLN-CLEAN-EB,P0005,900440005,Elena,Ford,105 Walnut St,,Springfield,IL,62704,1963-06-06,2005-04-08,,ACTIVE
PLN-CLEAN-EB,P0035,900440035,Elena,Ford,135 Cedar St,,Springfield,IL,62704,1993-12-08,2015-10-22,,ACTIVE
PLN-CLEAN-EB,P0065,900440065,Elena,Ford,165 Oak St,,Springfield,IL,62704,1983-06-10,2005-04-08,,ACTIVE
PLN-CLEAN-EB,P0095,900440095,Elena,Ford,195 Ash St,,Springfield,IL,62704,1973-12-12,2015-10-22,,ACTIVE
PLN-CLEAN-EB,P0018,900440018,Rosa,Gupta,118 Maple St,,Springfield,IL,62704,1976-07-19,2018-07-15,,ACTIVE
PLN-CLEAN-EB,P0048,900440048,Rosa,Gupta,148 Elm St,,Springfield,IL,62704,1966-01-21,2008-01-01,,ACTIVE
PLN-CLEAN-EB,P0078,900440078,Rosa,Gupta,178 Pine St,,Springfield,IL,62704,1996-07-23,2018-07-15,,ACTIVE
PLN-CLEAN-EB,P0108,900440108,Rosa,Gupta,208 Birch St,,Springfield,IL,62704,1986-01-25,2008-01-01,,ACTIVE
PLN-CLEAN-EB,P0001,900440001,Alice,Hayes,101 Oak St,,Springfield,IL,62704,1959-02-02,2001-04-08,,ACTIVE
PLN-CLEAN-EB,P0031,900440031,Alice,Hayes,131 Ash St,,Springfield,IL,62704,1989-08-04,2011-10-22,,ACTIVE
PLN-CLEAN-EB,P0061,900440061,Alice,Hayes,161 Walnut St,,Springfield,IL,62704,1979-02-06,2001-04-08,,ACTIVE
PLN-CLEAN-EB,P0091,900440091,Alice,Hayes,191 Cedar St,,Springfield,IL,62704,1969-08-08,2011-10-22,,ACTIVE
PLN-CLEAN-EB,P0014,900440014,Nate,Ito,114 Pine St,,Springfield,IL,62704,1972-03-15,2014-07-15,,ACTIVE
PLN-CLEAN-EB,P0074,900440074,Nate,Ito,174 Maple St,,Springfield,IL,62704,1992-03-19,2014-07-15,,ACTIVE
PLN-CLEAN-EB,P0104,900440104,Nate,Ito,204 Elm St,,Springfield,IL,62704,1982-09-21,2004-01-01,,ACTIVE
PLN-CLEAN-EB,P0027,900440027,Ana,Jones,127 Cedar St,,Springfield,IL,62704,1985-04-28,2007-10-22,,ACTIVE
PLN-CLEAN-EB,P0057,900440057,Ana,Jones,157 Oak St,,Springfield,IL,62704,1975-10-02,2017-04-08,,ACTIVE
PLN-CLEAN-EB,P0087,900440087,Ana,Jones,187 Ash St,,Springfield,IL,62704,1965-04-04,2007-10-22,,ACTIVE
PLN-CLEAN-EB,P0117,900440117,Ana,Jones,217 Walnut St,,Springfield,IL,62704,1995-10-06,2017-04-08,,ACTIVE
PLN-CLEAN-EB,P0010,900440010,Jamal,Klein,110 Maple St,,Springfield,IL,62704,1968-11-11,2010-07-15,2013-04-10,TERMINATED
PLN-CLEAN-EB,P0040,900440040,Jamal,Klein,140 Elm St,,Springfield,IL,62704,1958-05-13,2000-01-01,2003-07-24,TERMINATED
PLN-CLEAN-EB,P0070,900440070,Jamal,Klein,170 Pine St,,Springfield,IL,62704,1988-11-15,2010-07-15,2014-12-01,TERMINATED
PLN-CLEAN-EB,P0100,900440100,Jamal,Klein,200 Birch St,,Springfield,IL,62704,1978-05-17,2000-01-01,2005-03-15,RETIRED
PLN-CLEAN-EB,P0023,900440023,Walt,Lopez,123 Ash St,,Springfield,IL,62704,1981-12-24,2003-10-22,,ACTIVE
PLN-CLEAN-EB,P0053,900440053,Walt,Lopez,153 Walnut St,,Springfield,IL,62704,1971-06-26,2013-04-08,,ACTIVE
PLN-CLEAN-EB,P0083,900440083,Walt,Lopez,183 Cedar St,,Springfield,IL,62704,1961-12-28,2003-10-22,,ACTIVE
PLN-CLEAN-EB,P0113,900440113,Walt,Lopez,213 Oak St,,Springfield,IL,62704,1991-06-02,2013-04-08,,ACTIVE
PLN-CLEAN-EB,P0006,900440006,Frank,Meyer,106 Pine St,,Springfield,IL,62704,1964-07-07,2006-07-15,,ACTIVE
PLN-CLEAN-EB,P0036,900440036,Frank,Meyer,136 Birch St,,Springfield,IL,62704,1994-01-09,2016-01-01,,ACTIVE
PLN-CLEAN-EB,P0066,900440066,Frank,Meyer,166 Maple St,,Springfield,IL,62704,1984-07-11,2006-07-15,,ACTIVE
PLN-CLEAN-EB,P0096,900440096,Frank,Meyer,196 Elm St,,Springfield,IL,62704,1974-01-13,2016-01-01,,ACTIVE
PLN-CLEAN-EB,P0019,900440019,Sam,Novak,119 Cedar St,,Springfield,IL,62704,1977-08-20,2019-10-22,,ACTIVE
PLN-CLEAN-EB,P0049,900440049,Sam,Novak,149 Oak St,,Springfield,IL,62704,1967-02-22,2009-04-08,,ACTIVE
PLN-CLEAN-EB,P0079,900440079,Sam,Novak,179 Ash St,,Springfield,IL,62704,1997-08-24,2019-10-22,,ACTIVE
PLN-CLEAN-EB,P0109,900440109,Sam,Novak,209 Walnut St,,Springfield,IL,62704,1987-02-26,2009-04-08,,ACTIVE
PLN-CLEAN-EB,P0002,900440002,Bob,Ortiz,102 Maple St,,Springfield,IL,62704,1960-03-03,2002-07-15,,ACTIVE
PLN-CLEAN-EB,P0032,900440032,Bob,Ortiz,132 Elm St,,Springfield,IL,62704,1990-09-05,2012-01-01,,ACTIVE
PLN-CLEAN-EB,P0062,900440062,Bob,Ortiz,162 Pine St,,Springfield,IL,62704,1980-03-07,2002-07-15,,ACTIVE
PLN-CLEAN-EB,P0092,900440092,Bob,Ortiz,192 Birch St,,Springfield,IL,62704,1970-09-09,2012-01-01,,ACTIVE
PLN-CLEAN-EB,P0015,900440015,Olga,Park,115 Ash St,,Springfield,IL,62704,1973-04-16,2015-10-22,,ACTIVE
PLN-CLEAN-EB,P0045,900440045,Olga,Park,145 Walnut St,,Springfield,IL,62704,1963-10-18,2005-04-08,,ACTIVE
PLN-CLEAN-EB,P0075,900440075,Olga,Park,175 Cedar St,,Springfield,IL,62704,1993-04-20,2015-10-22,2020-04-28,RETIRED
PLN-CLEAN-EB,P0105,900440105,Olga,Park,205 Oak St,,Springfield,IL,62704,1983-10-22,2005-04-08,,ACTIVE
PLN-CLEAN-EB,P0028,900440028,Ben,Quist,128 Birch St,,Springfield,IL,62704,1986-05-01,2008-01-01,,ACTIVE
PLN-CLEAN-EB,P0058,900440058,Ben,Quist,158 Maple St,,Springfield,IL,62704,1976-11-03,2018-07-15,,ACTIVE
PLN-CLEAN-EB,P0088,900440088,Ben,Quist,188 Elm St,,Springfield,IL,62704,1966-05-05,2008-01-01,,ACTIVE
PLN-CLEAN-EB,P0118,900440118,Ben,Quist,218 Pine St,,Springfield,IL,62704,1996-11-07,2018-07-15,,ACTIVE
PLN-CLEAN-EB,P0044,900440044,Jose,Ramirez,144 Birch St,,Springfield,IL,62704,1962-09-17,2004-01-01,,ACTIVE
PLN-CLEAN-EB,P0011,900440011,Kira,Reed,111 Cedar St,,Springfield,IL,62704,1969-12-12,2011-10-22,,ACTIVE
PLN-CLEAN-EB,P0041,900440041,Kira,Reed,141 Oak St,,Springfield,IL,62704,1959-06-14,2001-04-08,,ACTIVE
PLN-CLEAN-EB,P0071,900440071,Kira,Reed,171 Ash St,,Springfield,IL,62704,1989-12-16,2011-10-22,,ACTIVE
PLN-CLEAN-EB,P0101,900440101,Kira,Reed,201 Walnut St,,Springfield,IL,62704,1979-06-18,2001-04-08,,ACTIVE
PLN-CLEAN-EB,P0024,900440024,Xena,Silva,124 Elm St,,Springfield,IL,62704,1982-01-25,2004-01-01,,ACTIVE
PLN-CLEAN-EB,P0054,900440054,Xena,Silva,154 Pine St,,Springfield,IL,62704,1972-07-27,2014-07-15,,ACTIVE
PLN-CLEAN-EB,P0084,900440084,Xena,Silva,184 Birch St,,Springfield,IL,62704,1962-01-01,2004-01-01,,ACTIVE
PLN-CLEAN-EB,P0114,900440114,Xena,Silva,214 Maple St,,Springfield,IL,62704,1992-07-03,2014-07-15,,ACTIVE
PLN-CLEAN-EB,P0007,900440007,Grace,Tran,107 Ash St,,Springfield,IL,62704,1965-08-08,2007-10-22,,ACTIVE
PLN-CLEAN-EB,P0037,900440037,Grace,Tran,137 Walnut St,,Springfield,IL,62704,1995-02-10,2017-04-08,,ACTIVE
PLN-CLEAN-EB,P0067,900440067,Grace,Tran,167 Cedar St,,Springfield,IL,62704,1985-08-12,2007-10-22,,ACTIVE
PLN-CLEAN-EB,P0097,900440097,Grace,Tran,197 Oak St,,Springfield,IL,62704,1975-02-14,2017-04-08,,ACTIVE
PLN-CLEAN-EB,P0020,900440020,Tara,Usher,120 Birch St,,Springfield,IL,62704,1978-09-21,2021-03-15,2023-08-01,TERMINATED
PLN-CLEAN-EB,P0050,900440050,Tara,Usher,150 Maple St,,Springfield,IL,62704,1968-03-23,2010-07-15,2014-05-15,RETIRED
PLN-CLEAN-EB,P0080,900440080,Tara,Usher,180 Elm St,,Springfield,IL,62704,1958-09-25,2000-01-01,2004-08-27,TERMINATED
PLN-CLEAN-EB,P0110,900440110,Tara,Usher,210 Pine St,,Springfield,IL,62704,1988-03-27,2010-07-15,2016-01-05,TERMINATED
PLN-CLEAN-EB,P0003,900440003,Carla,Voss,103 Cedar St,,Springfield,IL,62704,1961-04-04,2003-10-22,,ACTIVE
PLN-CLEAN-EB,P0033,900440033,Carla,Voss,133 Oak St,,Springfield,IL,62704,1991-10-06,2013-04-08,,ACTIVE
PLN-CLEAN-EB,P0063,900440063,Carla,Voss,163 Ash St,,Springfield,IL,62704,1981-04-08,2003-10-22,,ACTIVE
PLN-CLEAN-EB,P0093,900440093,Carla,Voss,193 Walnut St,,Springfield,IL,62704,1971-10-10,2013-04-08,,ACTIVE
PLN-CLEAN-EB,P0016,900440016,Pete,Wong,116 Elm St,,Springfield,IL,62704,1974-05-17,2016-01-01,,ACTIVE
PLN-CLEAN-EB,P0046,900440046,Pete,Wong,146 Pine St,,Springfield,IL,62704,1964-11-19,2006-07-15,,ACTIVE
PLN-CLEAN-EB,P0076,900440076,Pete,Wong,176 Birch St,,Springfield,IL,62704,1994-05-21,2016-01-01,,ACTIVE
PLN-CLEAN-EB,P0106,900440106,Pete,Wong,206 Maple St,,Springfield,IL,62704,1984-11-23,2006-07-15,,ACTIVE
PLN-CLEAN-EB,P0029,900440029,Cleo,Xu,129 Walnut St,,Springfield,IL,62704,1987-06-02,2009-04-08,,ACTIVE
PLN-CLEAN-EB,P0059,900440059,Cleo,Xu,159 Cedar St,,Springfield,IL,62704,1977-12-04,2019-10-22,,ACTIVE
PLN-CLEAN-EB,P0089,900440089,Cleo,Xu,189 Oak St,,Springfield,IL,62704,1967-06-06,2009-04-08,,ACTIVE
PLN-CLEAN-EB,P0119,900440119,Cleo,Xu,219 Ash St,,Springfield,IL,62704,1997-12-08,2019-10-22,,ACTIVE
PLN-CLEAN-EB,P0012,900440012,Liam,Young,112 Birch St,,Springfield,IL,62704,1970-01-13,2012-01-01,,ACTIVE
PLN-CLEAN-EB,P0042,900440042,Liam,Young,142 Maple St,,Springfield,IL,62704,1960-07-15,2002-07-15,,ACTIVE
PLN-CLEAN-EB,P0072,900440072,Liam,Young,172 Elm St,,Springfield,IL,62704,1990-01-17,2012-01-01,,ACTIVE
PLN-CLEAN-EB,P0102,900440102,Liam,Young,202 Pine St,,Springfield,IL,62704,1980-07-19,2002-07-15,,ACTIVE
PLN-CLEAN-EB,P0025,900440025,Yuri,Zink,125 Oak St,,Springfield,IL,62704,1983-02-26,2005-04-08,2008-06-01,RETIRED
PLN-CLEAN-EB,P0055,900440055,Yuri,Zink,155 Ash St,,Springfield,IL,62704,1973-08-28,2015-10-22,,ACTIVE
PLN-CLEAN-EB,P0085,900440085,Yuri,Zink,185 Walnut St,,Springfield,IL,62704,1963-02-02,2005-04-08,,ACTIVE
PLN-CLEAN-EB,P0115,900440115,Yuri,Zink,215 Cedar St,,Springfield,IL,62704,1993-08-04,2015-10-22,,ACTIVE
